LayerName,LayerType,Theoretical Flops,flop_count_sp,flops_sp_add,flops_sp_fma,flops_sp_mul,flops_sp_special,achieved_occupancy,dram_read_bytes,dram_write_bytes
relu_30,Relu,86528,86528,0,43264,0,0,0,0,0
conv_31,Conv,4153344,6295512,0,3145728,4056,0,0,0,0
conv_31,Conv,4153344,16224,0,8112,0,0,0,0,0
relu_31,Relu,8112,8112,0,4056,0,0,0,0,0
conv_32,Conv,12979200,14756416,0,7372800,10816,0,0,0,0
conv_32,Conv,12979200,43264,0,21632,0,0,0,0,0
relu_32,Relu,21632,21632,0,10816,0,0,0,0,0
maxpool_8,Pooling,0,86528,0,0,86528,0,0,0,0
conv_33,Conv,11075584,12593728,0,6291456,10816,0,0,0,0
conv_33,Conv,11075584,43264,0,21632,0,0,0,0,0
relu_33,Relu,21632,21632,0,10816,0,0,0,0,0
conv_34,Conv,19382272,25184752,0,12582912,18928,0,0,0,0
conv_34,Conv,19382272,75712,0,37856,0,0,0,0,0
relu_34,Relu,37856,37856,0,18928,0,0,0,0,0
conv_35,Conv,24920064,31481616,0,15728640,24336,0,0,0,0
conv_35,Conv,24920064,97344,0,48672,0,0,0,0,0
relu_35,Relu,48672,48672,0,24336,0,0,0,0,0
conv_36,Conv,126157824,143375904,0,71663616,48672,0,0,0,0
conv_36,Conv,126157824,194688,0,97344,0,0,0,0,0
relu_36,Relu,97344,97344,0,48672,0,0,0,0,0
conv_37,Conv,5537792,6296864,0,3145728,5408,0,0,0,0
conv_37,Conv,5537792,21632,0,10816,0,0,0,0,0
relu_37,Relu,10816,10816,0,5408,0,0,0,0,0
conv_38,Conv,17305600,19671616,0,9830400,10816,0,0,0,0
conv_38,Conv,17305600,43264,0,21632,0,0,0,0,0
relu_38,Relu,21632,21632,0,10816,0,0,0,0,0
maxpool_9,Pooling,0,86528,0,0,86528,0,0,0,0
conv_39,Conv,11075584,12593728,0,6291456,10816,0,0,0,0
conv_39,Conv,11075584,43264,0,21632,0,0,0,0,0
relu_39,Relu,21632,21632,0,10816,0,0,0,0,0
conv_40,Conv,45686784,51947776,0,25952256,43264,0,0,0,0
conv_40,Conv,45686784,173056,0,86528,0,0,0,0,0
relu_40,Relu,86528,86528,0,43264,0,0,0,0,0
conv_41,Conv,28554240,32467360,0,16220160,27040,0,0,0,0
conv_41,Conv,28554240,108160,0,54080,0,0,0,0,0
relu_41,Relu,54080,54080,0,27040,0,0,0,0,0
conv_42,Conv,155750400,177001280,0,88473600,54080,0,0,0,0
conv_42,Conv,155750400,216320,0,108160,0,0,0,0,0
relu_42,Relu,108160,108160,0,54080,0,0,0,0,0
conv_43,Conv,5710848,6493472,0,3244032,5408,0,0,0,0
conv_43,Conv,5710848,21632,0,10816,0,0,0,0,0
relu_43,Relu,10816,10816,0,5408,0,0,0,0,0
conv_44,Conv,34611200,39343232,0,19660800,21632,0,0,0,0
conv_44,Conv,34611200,86528,0,43264,0,0,0,0,0
relu_44,Relu,43264,43264,0,21632,0,0,0,0,0
maxpool_10,Pooling,0,89232,0,0,89232,0,0,0,0
conv_45,Conv,22843392,25973888,0,12976128,21632,0,0,0,0
conv_45,Conv,22843392,86528,0,43264,0,0,0,0,0
relu_45,Relu,43264,43264,0,21632,0,0,0,0,0
maxpool_11,Pooling,0,29952,0,0,29952,0,0,0,0
conv_46,Conv,15335424,27272192,0,13631488,9216,0,0,0,0
conv_46,Conv,15335424,36864,0,18432,0,0,0,0,0
relu_46,Relu,18432,18432,0,9216,0,0,0,0,0
conv_47,Conv,9584640,17045120,0,8519680,5760,0,0,0,0
conv_47,Conv,9584640,23040,0,11520,0,0,0,0,0
relu_47,Relu,11520,11520,0,5760,0,0,0,0,0
conv_48,Conv,33177600,58993920,0,29491200,11520,0,0,0,0
conv_48,Conv,33177600,46080,0,23040,0,0,0,0,0
relu_48,Relu,23040,23040,0,11520,0,0,0,0,0
conv_49,Conv,1916928,3409024,0,1703936,1152,0,0,0,0
conv_49,Conv,1916928,4608,0,2304,0,0,0,0,0
relu_49,Relu,2304,2304,0,1152,0,0,0,0,0
conv_50,Conv,7372800,13111808,0,6553600,4608,0,0,0,0
conv_50,Conv,7372800,18432,0,9216,0,0,0,0,0
relu_50,Relu,9216,9216,0,4608,0,0,0,0,0
maxpool_12,Pooling,0,29952,0,0,29952,0,0,0,0
conv_51,Conv,7667712,13636096,0,6815744,4608,0,0,0,0
conv_51,Conv,7667712,18432,0,9216,0,0,0,0,0
relu_51,Relu,9216,9216,0,4608,0,0,0,0,0
conv_52,Conv,23003136,40908288,0,20447232,13824,0,0,0,0
conv_52,Conv,23003136,55296,0,27648,0,0,0,0,0
relu_52,Relu,27648,27648,0,13824,0,0,0,0,0
conv_53,Conv,11501568,20454144,0,10223616,6912,0,0,0,0
conv_53,Conv,11501568,27648,0,13824,0,0,0,0,0
relu_53,Relu,13824,13824,0,6912,0,0,0,0,0
conv_54,Conv,47775744,84948480,0,42467328,13824,0,0,0,0
conv_54,Conv,47775744,55296,0,27648,0,0,0,0,0
relu_54,Relu,27648,27648,0,13824,0,0,0,0,0
conv_55,Conv,2875392,6817472,0,3407872,1728,0,0,0,0
conv_55,Conv,2875392,6912,0,3456,0,0,0,0,0
relu_55,Relu,3456,3456,0,1728,0,0,0,0,0
conv_56,Conv,11059200,19665408,0,9830400,4608,0,0,0,0
conv_56,Conv,11059200,18432,0,9216,0,0,0,0,0
relu_56,Relu,9216,9216,0,4608,0,0,0,0,0
maxpool_13,Pooling,0,29952,0,0,29952,0,0,0,0
conv_57,Conv,7667712,13636096,0,6815744,4608,0,0,0,0
conv_57,Conv,7667712,18432,0,9216,0,0,0,0,0
relu_57,Relu,9216,9216,0,4608,0,0,0,0,0
dropout_1,Dropout,0,8693,2048,3072,501,2080,0,0,0
dropout_1,Dropout,0,8693,2048,3072,501,2080,0,0,0
gemm_1,Gemm,2049000,2137512,23000,1025000,64512,0,0,0,0
softmax_1,Softmax,3000,11260,2256,2002,5000,2001,0,0,0
