LayerName,LayerType,Theoretical Flops,dram_read_bytes,dram_write_bytes
add_14,ElementWise,50176,0,0
relu_14,Relu,100352,0,0
conv_15,Conv,86704128,0,0
batchnormalization_15,BatchNorm,150528,0,0
mul_15,ElementWise,150528,0,0
add_15,ElementWise,75264,0,0
relu_15,Relu,150528,0,0
conv_16,Conv,130056192,0,0
batchnormalization_16,BatchNorm,150528,0,0
mul_16,ElementWise,150528,0,0
add_16,ElementWise,75264,0,0
relu_16,Relu,150528,0,0
averagepool_2,Pooling,1806336,0,0
conv_17,Conv,25690112,0,0
batchnormalization_17,BatchNorm,100352,0,0
mul_17,ElementWise,100352,0,0
add_17,ElementWise,50176,0,0
relu_17,Relu,100352,0,0
conv_18,Conv,64225280,0,0
batchnormalization_18,BatchNorm,200704,0,0
mul_18,ElementWise,200704,0,0
add_18,ElementWise,100352,0,0
relu_18,Relu,200704,0,0
conv_19,Conv,72253440,0,0
batchnormalization_19,BatchNorm,62720,0,0
mul_19,ElementWise,62720,0,0
add_19,ElementWise,31360,0,0
relu_19,Relu,62720,0,0
conv_20,Conv,32112640,0,0
batchnormalization_20,BatchNorm,100352,0,0
mul_20,ElementWise,100352,0,0
add_20,ElementWise,50176,0,0
relu_20,Relu,100352,0,0
conv_21,Conv,86704128,0,0
batchnormalization_21,BatchNorm,150528,0,0
mul_21,ElementWise,150528,0,0
add_21,ElementWise,75264,0,0
relu_21,Relu,150528,0,0
conv_22,Conv,32514048,0,0
batchnormalization_22,BatchNorm,37632,0,0
mul_22,ElementWise,37632,0,0
add_22,ElementWise,18816,0,0
relu_22,Relu,37632,0,0
maxpool_3,Pooling,0,0,0
conv_23,Conv,50577408,0,0
batchnormalization_23,BatchNorm,87808,0,0
mul_23,ElementWise,87808,0,0
add_23,ElementWise,43904,0,0
relu_23,Relu,87808,0,0
conv_24,Conv,14450688,0,0
batchnormalization_24,BatchNorm,25088,0,0
mul_24,ElementWise,25088,0,0
add_24,ElementWise,12544,0,0
relu_24,Relu,25088,0,0
conv_25,Conv,21676032,0,0
batchnormalization_25,BatchNorm,37632,0,0
mul_25,ElementWise,37632,0,0
add_25,ElementWise,18816,0,0
relu_25,Relu,37632,0,0
conv_26,Conv,21676032,0,0
batchnormalization_26,BatchNorm,37632,0,0
mul_26,ElementWise,37632,0,0
add_26,ElementWise,18816,0,0
relu_26,Relu,37632,0,0
conv_27,Conv,43352064,0,0
batchnormalization_27,BatchNorm,50176,0,0
mul_27,ElementWise,50176,0,0
add_27,ElementWise,25088,0,0
relu_27,Relu,50176,0,0
conv_28,Conv,57802752,0,0
batchnormalization_28,BatchNorm,50176,0,0
mul_28,ElementWise,50176,0,0
add_28,ElementWise,25088,0,0
relu_28,Relu,50176,0,0
averagepool_3,Pooling,1016064,0,0
conv_29,Conv,28901376,0,0
batchnormalization_29,BatchNorm,50176,0,0
mul_29,ElementWise,50176,0,0
add_29,ElementWise,25088,0,0
relu_29,Relu,50176,0,0
conv_30,Conv,43352064,0,0
batchnormalization_30,BatchNorm,75264,0,0
mul_30,ElementWise,75264,0,0
add_30,ElementWise,37632,0,0
relu_30,Relu,75264,0,0
conv_31,Conv,21676032,0,0
batchnormalization_31,BatchNorm,37632,0,0
mul_31,ElementWise,37632,0,0
add_31,ElementWise,18816,0,0
relu_31,Relu,37632,0,0
conv_32,Conv,43352064,0,0
batchnormalization_32,BatchNorm,50176,0,0
mul_32,ElementWise,50176,0,0
add_32,ElementWise,25088,0,0
relu_32,Relu,50176,0,0
conv_33,Conv,21676032,0,0
batchnormalization_33,BatchNorm,37632,0,0
mul_33,ElementWise,37632,0,0
add_33,ElementWise,18816,0,0
relu_33,Relu,37632,0,0
conv_34,Conv,43352064,0,0
batchnormalization_34,BatchNorm,50176,0,0
mul_34,ElementWise,50176,0,0
add_34,ElementWise,25088,0,0
relu_34,Relu,50176,0,0
conv_35,Conv,57802752,0,0
batchnormalization_35,BatchNorm,50176,0,0
mul_35,ElementWise,50176,0,0
add_35,ElementWise,25088,0,0
relu_35,Relu,50176,0,0
averagepool_4,Pooling,1016064,0,0
conv_36,Conv,28901376,0,0
batchnormalization_36,BatchNorm,50176,0,0
mul_36,ElementWise,50176,0,0
add_36,ElementWise,25088,0,0
relu_36,Relu,50176,0,0
conv_37,Conv,36126720,0,0
batchnormalization_37,BatchNorm,62720,0,0
mul_37,ElementWise,62720,0,0
add_37,ElementWise,31360,0,0
relu_37,Relu,62720,0,0
conv_38,Conv,28901376,0,0
batchnormalization_38,BatchNorm,50176,0,0
mul_38,ElementWise,50176,0,0
add_38,ElementWise,25088,0,0
relu_38,Relu,50176,0,0
conv_39,Conv,72253440,0,0
batchnormalization_39,BatchNorm,62720,0,0
mul_39,ElementWise,62720,0,0
add_39,ElementWise,31360,0,0
relu_39,Relu,62720,0,0
conv_40,Conv,28901376,0,0
batchnormalization_40,BatchNorm,50176,0,0
mul_40,ElementWise,50176,0,0
add_40,ElementWise,25088,0,0
relu_40,Relu,50176,0,0
conv_41,Conv,72253440,0,0
batchnormalization_41,BatchNorm,62720,0,0
mul_41,ElementWise,62720,0,0
add_41,ElementWise,31360,0,0
relu_41,Relu,62720,0,0
conv_42,Conv,90316800,0,0
batchnormalization_42,BatchNorm,62720,0,0
mul_42,ElementWise,62720,0,0
add_42,ElementWise,31360,0,0
relu_42,Relu,62720,0,0
averagepool_5,Pooling,1016064,0,0
conv_43,Conv,21676032,0,0
batchnormalization_43,BatchNorm,37632,0,0
mul_43,ElementWise,37632,0,0
add_43,ElementWise,18816,0,0
relu_43,Relu,37632,0,0
conv_44,Conv,21676032,0,0
batchnormalization_44,BatchNorm,37632,0,0
mul_44,ElementWise,37632,0,0
add_44,ElementWise,18816,0,0
relu_44,Relu,37632,0,0
conv_45,Conv,28901376,0,0
batchnormalization_45,BatchNorm,50176,0,0
mul_45,ElementWise,50176,0,0
add_45,ElementWise,25088,0,0
relu_45,Relu,50176,0,0
conv_46,Conv,86704128,0,0
batchnormalization_46,BatchNorm,75264,0,0
mul_46,ElementWise,75264,0,0
add_46,ElementWise,37632,0,0
relu_46,Relu,75264,0,0
conv_47,Conv,36126720,0,0
batchnormalization_47,BatchNorm,62720,0,0
mul_47,ElementWise,62720,0,0
add_47,ElementWise,31360,0,0
relu_47,Relu,62720,0,0
conv_48,Conv,108380160,0,0
batchnormalization_48,BatchNorm,75264,0,0
mul_48,ElementWise,75264,0,0
add_48,ElementWise,37632,0,0
relu_48,Relu,75264,0,0
conv_49,Conv,130056192,0,0
batchnormalization_49,BatchNorm,75264,0,0
mul_49,ElementWise,75264,0,0
add_49,ElementWise,37632,0,0
relu_49,Relu,75264,0,0
averagepool_6,Pooling,1016064,0,0
conv_50,Conv,21676032,0,0
batchnormalization_50,BatchNorm,37632,0,0
mul_50,ElementWise,37632,0,0
add_50,ElementWise,18816,0,0
relu_50,Relu,37632,0,0
conv_51,Conv,28901376,0,0
batchnormalization_51,BatchNorm,50176,0,0
mul_51,ElementWise,50176,0,0
add_51,ElementWise,25088,0,0
relu_51,Relu,50176,0,0
conv_52,Conv,21676032,0,0
batchnormalization_52,BatchNorm,18816,0,0
mul_52,ElementWise,18816,0,0
add_52,ElementWise,9408,0,0
relu_52,Relu,18816,0,0
conv_53,Conv,43352064,0,0
batchnormalization_53,BatchNorm,75264,0,0
mul_53,ElementWise,75264,0,0
add_53,ElementWise,37632,0,0
relu_53,Relu,75264,0,0
conv_54,Conv,173408256,0,0
batchnormalization_54,BatchNorm,100352,0,0
mul_54,ElementWise,100352,0,0
add_54,ElementWise,50176,0,0
relu_54,Relu,100352,0,0
conv_55,Conv,57802752,0,0
batchnormalization_55,BatchNorm,25088,0,0
mul_55,ElementWise,25088,0,0
add_55,ElementWise,12544,0,0
relu_55,Relu,25088,0,0
maxpool_4,Pooling,0,0,0
conv_56,Conv,35323904,0,0
batchnormalization_56,BatchNorm,34496,0,0
mul_56,ElementWise,34496,0,0
add_56,ElementWise,17248,0,0
relu_56,Relu,34496,0,0
conv_57,Conv,19267584,0,0
batchnormalization_57,BatchNorm,18816,0,0
mul_57,ElementWise,18816,0,0
add_57,ElementWise,9408,0,0
relu_57,Relu,18816,0,0
conv_58,Conv,54190080,0,0
batchnormalization_58,BatchNorm,31360,0,0
mul_58,ElementWise,31360,0,0
add_58,ElementWise,15680,0,0
relu_58,Relu,31360,0,0
conv_59,Conv,16056320,0,0
batchnormalization_59,BatchNorm,15680,0,0
mul_59,ElementWise,15680,0,0
add_59,ElementWise,7840,0,0
relu_59,Relu,15680,0,0
conv_60,Conv,31610880,0,0
batchnormalization_60,BatchNorm,21952,0,0
mul_60,ElementWise,21952,0,0
add_60,ElementWise,10976,0,0
relu_60,Relu,21952,0,0
conv_61,Conv,44255232,0,0
batchnormalization_61,BatchNorm,21952,0,0
mul_61,ElementWise,21952,0,0
add_61,ElementWise,10976,0,0
relu_61,Relu,21952,0,0
averagepool_7,Pooling,451584,0,0
conv_62,Conv,12845056,0,0
batchnormalization_62,BatchNorm,12544,0,0
mul_62,ElementWise,12544,0,0
add_62,ElementWise,6272,0,0
relu_62,Relu,12544,0,0
conv_63,Conv,35323904,0,0
batchnormalization_63,BatchNorm,34496,0,0
mul_63,ElementWise,34496,0,0
add_63,ElementWise,17248,0,0
relu_63,Relu,34496,0,0
conv_64,Conv,19267584,0,0
batchnormalization_64,BatchNorm,18816,0,0
mul_64,ElementWise,18816,0,0
add_64,ElementWise,9408,0,0
relu_64,Relu,18816,0,0
conv_65,Conv,54190080,0,0
batchnormalization_65,BatchNorm,31360,0,0
mul_65,ElementWise,31360,0,0
add_65,ElementWise,15680,0,0
relu_65,Relu,31360,0,0
conv_66,Conv,19267584,0,0
batchnormalization_66,BatchNorm,18816,0,0
mul_66,ElementWise,18816,0,0
add_66,ElementWise,9408,0,0
relu_66,Relu,18816,0,0
conv_67,Conv,37933056,0,0
batchnormalization_67,BatchNorm,21952,0,0
mul_67,ElementWise,21952,0,0
add_67,ElementWise,10976,0,0
relu_67,Relu,21952,0,0
conv_68,Conv,44255232,0,0
batchnormalization_68,BatchNorm,21952,0,0
mul_68,ElementWise,21952,0,0
add_68,ElementWise,10976,0,0
relu_68,Relu,21952,0,0
maxpool_5,Pooling,0,0,0
conv_69,Conv,12845056,0,0
batchnormalization_69,BatchNorm,12544,0,0
mul_69,ElementWise,12544,0,0
add_69,ElementWise,6272,0,0
relu_69,Relu,12544,0,0
averagepool_8,Pooling,50176,0,0
gemm_1,Gemm,2049000,0,0
softmax_1,Softmax,3000,0,0
